,,,,,,featureType,,,,,maxDate,minDate,,,,,,,,,,,,,,,,,,,,,
"JesÃºs Redondo, M., J. Becker","-6.1966887, 37.352599, -6.1966887, 37.352599",2016-12-14T16:17:40Z,mjredondo,2,Representative point location of modern BecacazÃ³n derived from an OpenStreetMap node.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-6.1966887, 37.352599]}",osm-location-of-segouiola-modern-benacaza3n,precise,associated_modern,2100,640,2020-11-24T22:04:53Z,/places/768485974/osm-location-of-segouiola-modern-benacaza3n,/places/768485974,37.352599,"37.352599,-6.1966887",-6.1966887,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern BenacazÃ³n,ec0f5c31e7694abb8507de66edfddb03,,,,,37,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-6.9539589, 37.9436167, -6.9539589, 37.9436167",2016-12-14T17:32:55Z,mjredondo,2,The modern location is based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-6.9539589, 37.9436167]}",osm-location-of-aroche,precise,associated_modern,2100,640,2017-06-06T17:39:07Z,/places/575823155/osm-location-of-aroche,/places/575823155,37.9436167,"37.9436167,-6.9539589",-6.9539589,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern Aroche,a6a56a89b3164bdcb8eaecc9a3730bb5,,,,,54,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-2.4642041, 41.7633842, -2.4642041, 41.7633842",2016-11-22T19:29:54Z,mjredondo,2,Representative modern location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-2.4642041, 41.7633842]}",osm-location-of-soria,precise,"representative,associated_modern",2100,640,2018-02-07T20:59:00Z,/places/694916885/osm-location-of-soria,/places/694916885,41.7633842,"41.7633842,-2.4642041",-2.4642041,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of Soria,54a7386a5d3c4b40bf62072c232bb0c0,,,,,53,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker","-4.220174, 37.7751808, -4.220174, 37.7751808",2016-11-21T20:54:02Z,mjredondo,3,Location of modern Valenzuela based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-4.220174, 37.7751808]}",osm-location-of-valenzuela,precise,associated_modern,2100,640,2017-07-30T16:40:08Z,/places/67953593/osm-location-of-valenzuela,/places/67953593,37.7751808,"37.7751808,-4.220174",-4.220174,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern Valenzuela,aadf15d07a1f464ab3dc2987f8329eaf,,,,,42,Early Modern,EUROPE,1450,1
"Becker, J.","12.0575, 42.3205336, 12.0575, 42.3205336",2018-03-10T04:42:12Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.0575, 42.3205336]}",osm-location-of-vetralla,precise,representative,2100,640,2019-08-23T18:47:59Z,/places/291526921/osm-location-of-vetralla,/places/291526921,42.3205336,"42.3205336,12.0575",12.0575,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of Vetralla,463074ede7f04b1c9b611dfd6e6a967d,,,,,40,Early Modern,EUROPE,1450,1
"Mckee, G.","43.0700554, 40.5783866, 43.1365091, 40.6235268",2017-10-12T20:47:55Z,gmckee,1,"Polygon representing the boundaries of the modern city of Kars, derived from an OpenStreetMap Way.","settlement,settlement-modern","{""type"": ""Polygon"", ""coordinates"": [[[43.0974324, 40.5783866], [43.0775944, 40.5861406], [43.0731972, 40.5911068], [43.071323, 40.593274], [43.0700554, 40.5951042], [43.0847109, 40.6109084], [43.0883896, 40.6125521], [43.0970706, 40.6155997], [43.0994738, 40.6163815], [43.1249356, 40.6235268], [43.1282118, 40.6224591], [43.1365091, 40.6095267], [43.1313553, 40.5959278], [43.1302794, 40.5934285], [43.1020996, 40.5800417], [43.0974324, 40.5783866]]]}",osm-way-74355694,precise,"representative,associated_modern",2100,850,2017-10-13T02:00:03Z,/places/692712721/osm-way-74355694,/places/692712721,40.60134912,"40.6013491238,43.1040302701",43.10403027,,ELOM,"early-medieval-caucasus,late-byzantine,ottoman-empire-2,modern","850.0,2100.0",OSM location of Kars,2e38fbb6cef246999cbf4aec36cf89e4,,,,,37,Early Modern,EUROPE,1450,1
"Novotny, J.","42.0271825, 37.1876517, 42.0271825, 37.1876517",2018-01-29T13:28:58Z,jnovotny,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [42.0271825, 37.1876517]}",osm-location-of-kebeli,precise,associated_modern,2100,1300,2018-01-29T16:59:57Z,/places/708232008/osm-location-of-kebeli,/places/708232008,37.1876517,"37.1876517,42.0271825",42.0271825,ANE,OM,"ottoman-empire-2,modern","1300.0,2100.0",OSM Location of Kebeli,dd9bd0ae2bbb4b0cb20fa7003d73d1d9,,,,,37,Early Modern,EUROPE,1450,1
"Becker, J.","12.0462, 42.05569, 12.0462, 42.05569",2018-03-09T00:40:10Z,jbecker,1,,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.0462, 42.05569]}",geonames-location-of-modern-sasso,precise,representative,2100,1700,2020-12-29T16:30:40Z,/places/983459813/geonames-location-of-modern-sasso,/places/983459813,42.05569,"42.05569,12.0462",12.0462,,M,modern,"1700.0,2100.0",GeoNames location of modern Sasso,c914fd450e7f47088df3d00c4c47b057,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","13.7553846, 41.3788737, 13.7553846, 41.3788737",2018-12-08T03:56:49Z,jbecker,1,Location of the of modern comune of Castelnuovo Parano based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [13.7553846, 41.3788737]}",osm-location-of-modern-castelnuovo-parano,precise,associated_modern,2100,1700,2019-03-01T10:36:28Z,/places/714400874/osm-location-of-modern-castelnuovo-parano,/places/714400874,41.3788737,"41.3788737,13.7553846",13.7553846,,M,modern,"1700.0,2100.0",OSM location of modern Castelnuovo Parano,0cc7b44845984166bab596d79475a3a0,,,,,36,Early Modern,EUROPE,1450,1
"Becker, J.","41.491003, 36.371137, 41.491003, 36.371137",2017-12-03T16:28:15Z,jbecker,1,Representative location of the modern settlement based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [41.491003, 36.371137]}",osm-location-of-modern-bara,precise,representative,2100,1700,2017-12-03T16:34:23Z,/places/914118847/osm-location-of-modern-bara,/places/914118847,36.371137,"36.371137,41.491003",41.491003,,M,modern,"1700.0,2100.0","OSM location of modern Bara, Iraq",58055907dd14487a926f592a6842b750,,,,,43,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","4.2356708, 43.7412659, 4.4496605, 43.9230177",2016-07-25T14:58:21Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Polygon"", ""coordinates"": [[[4.3901641, 43.7412659], [4.3856587, 43.7420639], [4.3776598, 43.7435772], [4.3431535, 43.7569945], [4.2373059, 43.8582625], [4.2356708, 43.8651106], [4.2362454, 43.8744072], [4.2484604, 43.8940696], [4.2699702, 43.9082975], [4.3911238, 43.9230177], [4.3938701, 43.9228967], [4.4072559, 43.9146717], [4.4261079, 43.8964986], [4.4496605, 43.8307995], [4.4062519, 43.7511606], [4.401747, 43.7454582], [4.3977216, 43.7424034], [4.3901641, 43.7412659]]]}",osm-location-of-modern-na-r-mes,precise,representative,2100,1700,2018-06-07T23:23:59Z,/places/148142/osm-location-of-modern-na-r-mes,/places/148142,43.84314979,"43.8431497874,4.3541755708",4.354175571,,M,modern,"1700.0,2100.0",OSM location of modern NÃ®mes,b976840d8fb548d489e8b70d2eeb3e96,,,,,41,Early Modern,EUROPE,1450,1
"JesÃºs Redondo, M., J. Becker, T. Elliott","-7.2167191, 37.3542597, -7.2167191, 37.3542597",2016-10-25T19:05:57Z,mjredondo,4,"Polygonal geometry representing the perimeter of the modern administrative area of Ayamonte, which is associated with the medieval site of Ayamont. Geometry derived from an OpenStreetMap relation.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-7.2167191, 37.3542597]}",osm-location-of-modern-el-andevalo,precise,associated_modern,2100,1700,2016-12-09T23:51:35Z,/places/434022176/osm-location-of-modern-el-andevalo,/places/434022176,37.3542597,"37.3542597,-7.2167191",-7.2167191,,M,modern,"1700.0,2100.0",OSM location of modern El AndÃ©valo,6a4a239fd17a4da18325a464ff484eaa,,,,,42,Early Modern,EUROPE,1450,1
"Mckee, G.","57.6872563, 30.4088859, 57.7253436, 30.43417",2019-02-01T19:04:44Z,gmckee,1,Polygon representing the boundaries of the modern settlement of Shadad. The site of Xabis is located approximately 5km east/northeast of the modern-day settlement.,"settlement,settlement-modern","{""type"": ""Polygon"", ""coordinates"": [[[57.719925, 30.4088859], [57.6872563, 30.4258311], [57.6892947, 30.4278054], [57.6983928, 30.4330599], [57.7076625, 30.43417], [57.7183913, 30.4309878], [57.7253436, 30.4225506], [57.7222537, 30.4104118], [57.719925, 30.4088859]]]}",osm-way-634031756,precise,representative,2100,1700,2019-02-01T20:06:32Z,/places/710738630/osm-way-634031756,/places/710738630,30.42661989,"30.426619889,57.7111784727",57.71117847,,M,modern,"1700.0,2100.0",OSM location of Shadad,4bd2a8c307394a6c96c3dbf48510ae40,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J., G. Mckee, R. Horne","27.4152158, 38.4278291, 27.4152158, 38.4278291",2013-07-29T14:34:36Z,jbecker,4,Representative ocation based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [27.4152158, 38.4278291]}",location-of-kemalpasa,precise,"representative,associated_modern",2100,1700,2020-02-14T21:38:51Z,/places/934825975/location-of-kemalpasa,/places/934825975,38.4278291,"38.4278291,27.4152158",27.4152158,,M,modern,"1700.0,2100.0",OSM location of KemalpaÅŸa,7777b2398aad0ca7a4cfb6829b377d7e,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J.","11.9323523, 43.0381874, 11.9323523, 43.0381874",2019-07-31T19:16:22Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.9323523, 43.0381874]}",osm-location-of-modern-dolciano,precise,associated_modern,2100,1700,2020-12-20T11:54:53Z,/places/890043101/osm-location-of-modern-dolciano,/places/890043101,43.0381874,"43.0381874,11.9323523",11.9323523,,M,modern,"1700.0,2100.0",OSM location of modern Dolciano,727054f6f47d482dbbd21b1f537c4d20,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J.","13.7617959, 42.9961784, 13.7617959, 42.9961784",2019-06-27T21:10:12Z,jbecker,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [13.7617959, 42.9961784]}",osm-location-of-ripatransone,precise,associated_modern,2100,1700,2020-02-13T12:33:31Z,/places/629429886/osm-location-of-ripatransone,/places/629429886,42.9961784,"42.9961784,13.7617959",13.7617959,,M,modern,"1700.0,2100.0",OSM location of Ripatransone,749b2bb72ebe4a8b810e6c582bbc4303,,,,,44,Early Modern,EUROPE,1450,1
"Becker, J.","32.8940043, 45.3800544, 32.8940043, 45.3800544",2019-06-06T18:28:53Z,jbecker,1,Location of the modern associated location based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [32.8940043, 45.3800544]}",osm-location-of-modern-znamenskoye,precise,associated_modern,2100,1700,2020-12-20T11:56:10Z,/places/994268248/osm-location-of-modern-znamenskoye,/places/994268248,45.3800544,"45.3800544,32.8940043",32.8940043,,M,modern,"1700.0,2100.0",OSM location of modern Znamenskoye,aba9c9a623554e729a14a874040ebc08,,,,,44,Early Modern,EUROPE,1450,1
"Becker, J., T. Elliott","9.3862814, 44.769273, 9.3862814, 44.769273",2015-08-26T12:54:09Z,jbecker,2,Location based on OpenStreetMap node marking modern administrative center.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [9.3862814, 44.769273]}",osm-location-of-bobbio,precise,representative,2100,1700,2021-01-08T12:04:33Z,/places/383594/osm-location-of-bobbio,/places/383594,44.769273,"44.769273,9.3862814",9.3862814,,M,modern,"1700.0,2100.0",OSM location of Modern Bobbio,f4a932a21e2395d17060930e73a9d128,,,,,51,Early Modern,EUROPE,1450,1
"Deblauwe, F., J. Becker","42.733333, 13.016667, 42.733333, 13.016667",2012-07-31T22:09:44Z,fdeblauwe,4,"Coordinates after GeoHack, verified in Google Earth 2013.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [42.733333, 13.016667]}",google-earth,precise,representative,2100,1700,2017-07-24T12:20:53Z,/places/39304/google-earth,/places/39304,13.016667,"13.016667,42.733333",42.733333,,M,modern,"1700.0,2100.0",Imagery location of Aualites,7990d6e1c9eec7acc4104f1f4d575717,,,,,56,Early Modern,EUROPE,1450,1
"Becker, J.","12.1250151, 44.1877011, 12.1250151, 44.1877011",2018-04-06T04:40:23Z,jbecker,1,Representative point of the modern administrative center based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.1250151, 44.1877011]}",osm-location-of-modern-forlimpopoli,precise,associated_modern,2100,1700,2018-11-01T20:45:58Z,/places/393427/osm-location-of-modern-forlimpopoli,/places/393427,44.1877011,"44.1877011,12.1250151",12.1250151,,M,modern,"1700.0,2100.0",OSM location of modern Forlimpopoli,59caeecb74d64862932e7bf94803e2c8,,,,,43,Early Modern,EUROPE,1450,1
"Becker, J.","26.3316784, 40.0135656, 26.3316784, 40.0135656",2018-02-22T02:48:30Z,jbecker,2,Point location representing the modern community of ErenkÃ¶y which is thought to be associated with the ancient site of Ophryneion. Geometry derived from an OpenStreetMap node.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [26.3316784, 40.0135656]}",osm-location-of-modern-erenkapy,precise,associated_modern,2100,1700,2018-06-08T00:35:09Z,/places/550787/osm-location-of-modern-erenkapy,/places/550787,40.0135656,"40.0135656,26.3316784",26.3316784,,M,modern,"1700.0,2100.0",OSM location of modern ErenkÃ¶y,583f7fc3a9b84e398f595abd12f6b312,,,,,44,Early Modern,EUROPE,1450,1
"Becker, J.","28.516575, 38.3507471, 28.516575, 38.3507471",2017-04-30T13:08:55Z,jbecker,1,"Point marking the location of modern AlaÅŸehir, Turkey, which is thought to be associated with the ancient site of Philadelpheia. Point geometry derived from an OpenStreetMap node.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [28.516575, 38.3507471]}",osm-location-of-modern-alaaehir,precise,associated_modern,2100,1700,2019-02-05T21:33:32Z,/places/550822/osm-location-of-modern-alaaehir,/places/550822,38.3507471,"38.3507471,28.516575",28.516575,,M,modern,"1700.0,2100.0",OSM location of modern AlaÅŸehir,f0433d0b76e7456a977ec4743d5f5b99,,,,,42,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","27.144474, 38.4153421, 27.144474, 38.4153421",2018-11-16T15:44:10Z,rmhorne,3,"Point geometry representing the center of the modern city of Ä°zmir, Turkey, which is associated with the ancient site of Smyrna. Geometry derived from an OpenStreetMap node.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [27.144474, 38.4153421]}",izmir,precise,representative,2100,1700,2020-12-20T15:28:53Z,/places/550893/izmir,/places/550893,38.4153421,"38.4153421,27.144474",27.144474,,M,modern,"1700.0,2100.0","OSM location of modern Ä°zmir, Turkey",26f7f9f73601362d7fedae2de5f60776,,,,,43,Early Modern,EUROPE,1450,1
"Elliott, T.","22.2065, 38.14267, 22.2065, 38.14267",2017-08-21T23:34:18Z,thomase,0,Point marking the modern location of the village that is probably to be associated with ancient Goura.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [22.2065, 38.14267]}",geonames-location-of-modern-kastro-ano-diakopto,precise,associated_modern,2100,1700,2018-06-08T12:02:34Z,/places/570166/geonames-location-of-modern-kastro-ano-diakopto,/places/570166,38.14267,"38.14267,22.2065",22.2065,,M,modern,"1700.0,2100.0",Geonames Location of Modern Kastro Ano Diakopto,6c9b8fda831342ca811d5b26beb5ad0c,,,,,47,Early Modern,EUROPE,1450,1
"Becker, J.","11.52182, 43.89267, 11.52182, 43.89267",2018-11-20T22:52:18Z,jbecker,1,Location of the nearest modern settlement following coordinates derived from GeoNames.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.52182, 43.89267]}",geonames-location-of-dicomano,precise,associated_modern,2100,1700,2019-08-28T21:50:09Z,/places/116781940/geonames-location-of-dicomano,/places/116781940,43.89267,"43.89267,11.52182",11.52182,,M,modern,"1700.0,2100.0",GeoNames location of Dicomano,4957989009f64bf4ab1c272e6b1ef221,,,,,43,Early Modern,EUROPE,1450,1
"Becker, J.","11.973172, 44.4077992, 11.973172, 44.4077992",2013-07-17T01:31:35Z,jbecker,4,Modern location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.973172, 44.4077992]}",location-of-bagnacavallo,precise,associated_modern,2100,1700,2019-08-28T22:07:57Z,/places/65407105/location-of-bagnacavallo,/places/65407105,44.4077992,"44.4077992,11.973172",11.973172,,M,modern,"1700.0,2100.0",OSM location of modern Bagnacavallo,896edfdcb7b4ad4bdc5856f62f9d512f,,,,,49,Early Modern,EUROPE,1450,1
"Becker, J.","36.6471073, 35.440068, 36.6471073, 35.440068",2017-12-04T00:41:37Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [36.6471073, 35.440068]}",osm-location-of-khan-shaykhun,precise,"representative,associated_modern",2100,1700,2017-12-04T00:44:51Z,/places/190803325/osm-location-of-khan-shaykhun,/places/190803325,35.440068,"35.440068,36.6471073",36.6471073,,M,modern,"1700.0,2100.0",OSM location of Khan Shaykhun,f6624ccf37a24a289bda51b788de089d,,,,,45,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","30.1635717, 38.0664374, 30.1635717, 38.0664374",2013-04-14T21:31:22Z,rmhorne,3,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [30.1635717, 38.0664374]}",dinar,precise,associated_modern,2100,1700,2019-09-04T16:56:57Z,/places/638751/dinar,/places/638751,38.0664374,"38.0664374,30.1635717",30.1635717,,M,modern,"1700.0,2100.0",OSM location of modern Dinar,0120941ce66e59fd873851e77fc6943e,,,,,47,Early Modern,EUROPE,1450,1
"Elliott, T., J. Becker","28.81163, 37.836472, 28.81163, 37.836472",2019-09-04T23:16:24Z,thomase,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [28.81163, 37.836472]}",osm-location-of-modern-hisar-kapya1-4,precise,representative,2100,1700,2019-09-04T23:51:02Z,/places/638779/osm-location-of-modern-hisar-kapya1-4,/places/638779,37.836472,"37.836472,28.81163",28.81163,,M,modern,"1700.0,2100.0",OSM Location of modern Hisar kÃ¶yÃ¼,ebeca5c421ee42e988af3697f83158bd,,,,,53,Early Modern,EUROPE,1450,1
"Becker, J.","12.6288151, 43.4743093, 12.6288151, 43.4743093",2017-03-10T16:28:04Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.6288151, 43.4743093]}",osm-location-of-modern-cantiano,precise,"representative,associated_modern",2100,1700,2018-07-18T19:22:12Z,/places/104638958/osm-location-of-modern-cantiano,/places/104638958,43.4743093,"43.4743093,12.6288151",12.6288151,,M,modern,"1700.0,2100.0",OSM location of modern Cantiano,8864ab91ef8747a5bfd6e5d7bb4abd95,,,,,47,Early Modern,EUROPE,1450,1
"Becker, J.","11.817341, 43.6955475, 11.817341, 43.6955475",2017-03-13T12:06:38Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.817341, 43.6955475]}",osm-location-of-bibbiena,precise,"representative,associated_modern",2100,1700,2018-07-18T19:22:54Z,/places/104638959/osm-location-of-bibbiena,/places/104638959,43.6955475,"43.6955475,11.817341",11.817341,,M,modern,"1700.0,2100.0",OSM location of Bibbiena,3e72e01eb943445bb7bda891bd22ddb2,,,,,56,Early Modern,EUROPE,1450,1
"Elliott, T.","27.7905753, 44.2046339, 27.7905753, 44.2046339",2017-04-05T21:27:00Z,thomase,1,"Representative location of modern DunÄƒreni in Romania, derived from an OpenStreetMap node. Suggested location of ancient Sacidava.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [27.7905753, 44.2046339]}",osm-location-of-modern-dunareni,precise,representative,2100,1700,2017-04-05T21:30:00Z,/places/216965/osm-location-of-modern-dunareni,/places/216965,44.2046339,"44.2046339,27.7905753",27.7905753,,M,modern,"1700.0,2100.0",OSM Location of modern DunÄƒreni,960886fb1a404556ae152105dcb5b81d,,,,,47,Early Modern,EUROPE,1450,1
"Becker, J.","-4.000319, 50.7376766, -4.000319, 50.7376766",2019-06-19T14:08:05Z,jbecker,1,Location of the modern associated settlement based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-4.000319, 50.7376766]}",osm-location-of-modern-okehampton,precise,associated_modern,2100,1700,2019-10-01T02:38:22Z,/places/781089344/osm-location-of-modern-okehampton,/places/781089344,50.7376766,"50.7376766,-4.000319",-4.000319,,M,modern,"1700.0,2100.0",OSM location of modern Okehampton,f3912c29523b4c5c85ee976ca30ea8fb,,,,,46,Early Modern,EUROPE,1450,1
"Becker, J.","13.866147, 41.539107, 13.866147, 41.539107",2020-08-16T15:24:08Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [13.866147, 41.539107]}",osm-location-of-santelia-fiumerapido,precise,associated_modern,2100,1700,2020-12-15T10:14:44Z,/places/573036190/osm-location-of-santelia-fiumerapido,/places/573036190,41.539107,"41.539107,13.866147",13.866147,,M,modern,"1700.0,2100.0",OSM location of Sant'Elia Fiumerapido,b92b657406d14a5584e628cbe352ef39,,,,,48,Early Modern,EUROPE,1450,1
"Novotny, J., C. Horst, J. Becker","44.303333, 36.839444, 44.303333, 36.839444",2017-12-15T18:50:51Z,jnovotny,5,"The modern location of Mergasur, based on a node derived from OpenStreetMap, has been associated with the ancient site.","settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [44.303333, 36.839444]}",osm-location-of-mergasur,precise,associated_modern,2100,1700,2018-01-03T03:30:41Z,/places/126728263/osm-location-of-mergasur,/places/126728263,36.839444,"36.839444,44.303333",44.303333,ANE,M,modern,"1700.0,2100.0",OSM location of modern Mergasur,96b5fea81dcf441ea74d7e9a4ccee44f,,,,,45,Early Modern,EUROPE,1450,1
"Novotny, J., C. Horst","37.2280961, 36.1746244, 37.2280961, 36.1746244",2018-01-02T13:35:37Z,jnovotny,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [37.2280961, 36.1746244]}",osm-location-of-nayrab,precise,associated_modern,2100,1700,2018-01-31T15:49:43Z,/places/633912597/osm-location-of-nayrab,/places/633912597,36.1746244,"36.1746244,37.2280961",37.2280961,ANE,M,modern,"1700.0,2100.0",OSM location of Nayrab,7c19366efa20470db5e9175a4f04d0fb,,,,,47,Early Modern,EUROPE,1450,1
"Becker, J.","23.949438, 37.7366439, 23.949438, 37.7366439",2018-02-04T03:33:13Z,jbecker,1,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [23.949438, 37.7366439]}",osm-location-of-ii1-2i-i2iiii-i,precise,representative,2100,1700,2020-02-14T22:09:04Z,/places/194496209/osm-location-of-ii1-2i-i2iiii-i,/places/194496209,37.7366439,"37.7366439,23.949438",23.949438,,M,modern,"1700.0,2100.0",OSM location of Î‘Î½Î¬Î²Ï…ÏƒÏƒÎ¿Ï‚,d564aabe65634bcb8750d7804f3c662c,,,,,47,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","12.6204579, 41.8605744, 12.6204579, 41.8605744",2018-03-20T18:13:28Z,jbecker,2,Representative location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [12.6204579, 41.8605744]}",osm-location-of-modern-tor-vergata,precise,representative,2100,1700,2020-02-14T22:09:22Z,/places/144825573/osm-location-of-modern-tor-vergata,/places/144825573,41.8605744,"41.8605744,12.6204579",12.6204579,,M,modern,"1700.0,2100.0",OSM location of modern Tor Vergata,d8b2dd9d556e47268774ae2d98807a41,,,,,48,Early Modern,EUROPE,1450,1
"Becker, J.","10.8, 48.25, 10.8, 48.25",2018-08-19T13:07:33Z,jbecker,0,The location of this associated modern place follows coordinates derived from GeoNames.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [10.8, 48.25]}",geonames-location-of-modern-wehringen-bavaria,precise,associated_modern,2100,1700,2018-08-20T19:13:07Z,/places/579570263/geonames-location-of-modern-wehringen-bavaria,/places/579570263,48.25,"48.25,10.8",10.8,,M,modern,"1700.0,2100.0","GeoNames location of modern Wehringen, Bavaria",028e5e796e864bf48a71305c6c9d7441,,,,,44,Early Modern,EUROPE,1450,1
"Mckee, G., J. Becker","35.6, 31.8, 35.6, 31.8",2017-01-10T18:32:46Z,gmckee,2,Representative location of moden toponym Teleilat al Ghassul based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [35.6, 31.8]}",osm-location-of-teleilat-al-ghassul,precise,"representative,associated_modern",2100,1700,2017-01-10T18:56:27Z,/places/509457605/osm-location-of-teleilat-al-ghassul,/places/509457605,31.8,"31.8,35.6",35.6,,M,modern,"1700.0,2100.0",OSM location of Teleilat al Ghassul,a8993fcb21c0421c9a1a6a51b76e896c,,,,,45,Early Modern,EUROPE,1450,1
"Becker, J.","34.7966479, 31.8859622, 34.8040058, 31.8916688",2017-12-06T15:45:50Z,jbecker,1,Representative location of the modern settlement based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Polygon"", ""coordinates"": [[[34.8007474, 31.8859622], [34.7966479, 31.8867905], [34.7982194, 31.8916688], [34.8040058, 31.8905804], [34.8038349, 31.8902444], [34.8017612, 31.8871337], [34.8013355, 31.8866005], [34.8008546, 31.886056], [34.8007474, 31.8859622]]]}",osm-location-of-modern-gibton-israel,precise,associated_modern,2100,1700,2017-12-06T15:48:02Z,/places/329386245/osm-location-of-modern-gibton-israel,/places/329386245,31.88891958,"31.8889195815,34.8000846989",34.8000847,,M,modern,"1700.0,2100.0","OSM location of modern Gibton, Israel",48d66db2880a410ea7952f022b645d8d,,,,,47,Early Modern,EUROPE,1450,1
"Novotny, J., C. Horst","36.7704347, 36.2135713, 36.7704347, 36.2135713",2018-01-02T13:56:07Z,jnovotny,2,Location based on OpenStreetMap,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [36.7704347, 36.2135713]}",osm-location-of-ad-dana,precise,associated_modern,2100,1700,2018-01-31T15:42:29Z,/places/858843277/osm-location-of-ad-dana,/places/858843277,36.2135713,"36.2135713,36.7704347",36.7704347,ANE,M,modern,"1700.0,2100.0",OSM location of Ad Dana,62986525276545ca83cb28e3cf686fb3,,,,,41,Early Modern,EUROPE,1450,1
"Becker, J.","11.1680802, 42.5648566, 11.1680802, 42.5648566",2013-09-14T16:00:06Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [11.1680802, 42.5648566]}",location-of-fonteblanda,precise,associated_modern,2100,1700,2018-10-31T21:26:30Z,/places/736595947/location-of-fonteblanda,/places/736595947,42.5648566,"42.5648566,11.1680802",11.1680802,,M,modern,"1700.0,2100.0",OSM location of Fonteblanda,8bfdc270bfd1b96897759ccad8a482e2,,,,,42,Early Modern,EUROPE,1450,1
