authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,Starting time,Existence period
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:57:08Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-10.0, 35.0], [-10.0, 40.0], [-5.0, 40.0], [-5.0, 35.0], [-10.0, 35.0]]]}",batlas-location,,representative,,,2012-02-15T18:46:26Z,/errata/991318/batlas-location,/errata/991318,,,,,,,,Barrington Atlas location,089e2e2a8b490f7b446ee9a52b585745,,,,,37,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:10Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 40.0], [20.0, 45.0], [25.0, 45.0], [25.0, 40.0], [20.0, 40.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:09Z,/errata/991368/batlas-location,/errata/991368,,,,,,,,Barrington Atlas location,b5f287505f9493aa04b8065d6a3bba5b,,,,,41,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:57:51Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[10.0, 35.0], [10.0, 40.0], [15.0, 40.0], [15.0, 35.0], [10.0, 35.0]]]}",batlas-location,,representative,,,2012-02-15T18:46:55Z,/errata/991353/batlas-location,/errata/991353,,,,,,,,Barrington Atlas location,c22f1f99d6a22268e6aa2a81fced6e15,,,,,41,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:08:48Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[35.0, 35.0], [35.0, 40.0], [40.0, 40.0], [40.0, 35.0], [35.0, 35.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:51Z,/errata/1001936/batlas-location,/errata/1001936,,,,,,,,Barrington Atlas location,d0940f4e43794ec34042e152c360a19d,,,,,50,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:54Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[35.0, 35.0], [35.0, 40.0], [40.0, 40.0], [40.0, 35.0], [35.0, 35.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:39Z,/errata/991405/batlas-location,/errata/991405,,,,,,,,Barrington Atlas location,35915fa829e5f46cee14c145f642eff3,,,,,42,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:21Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[25.0, 40.0], [25.0, 45.0], [30.0, 45.0], [30.0, 40.0], [25.0, 40.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:17Z,/errata/991378/batlas-location,/errata/991378,,,,,,,,Barrington Atlas location,8fd1acc7b7015e2723fbf1134289be4c,,,,,36,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:08:55Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[35.0, 30.0], [35.0, 35.0], [40.0, 35.0], [40.0, 30.0], [35.0, 30.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:53Z,/errata/1001942/batlas-location,/errata/1001942,,,,,,,,Barrington Atlas location,4a07f5f623c691489d94155985f3545f,,,,,43,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:11Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 40.0], [20.0, 45.0], [25.0, 45.0], [25.0, 40.0], [20.0, 40.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:09Z,/errata/991369/batlas-location,/errata/991369,,,,,,,,Barrington Atlas location,ac66d6092074b11666f5092832616fb2,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:13Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 40.0], [20.0, 45.0], [25.0, 45.0], [25.0, 40.0], [20.0, 40.0]]]}",batlas-location,,representative,,,2012-04-05T20:19:07Z,/errata/991371/batlas-location,/errata/991371,,,,,,,,Barrington Atlas location,dd053916f0fb5f2ca1b0cdfa0186c0a7,,,,,41,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:08:16Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[30.0, 35.0], [30.0, 40.0], [35.0, 40.0], [35.0, 35.0], [30.0, 35.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:40Z,/errata/1001910/batlas-location,/errata/1001910,,,,,,,,Barrington Atlas location,cd98c49f640f366212f4d7392d23deeb,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:43Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[30.0, 35.0], [30.0, 40.0], [35.0, 40.0], [35.0, 35.0], [30.0, 35.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:32Z,/errata/991395/batlas-location,/errata/991395,,,,,,,,Barrington Atlas location,b852121e2dc22aba59c9963333955410,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:57:18Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-5.0, 40.0], [-5.0, 45.0], [0.0, 45.0], [0.0, 40.0], [-5.0, 40.0]]]}",batlas-location,,representative,,,2012-02-15T18:46:32Z,/errata/991326/batlas-location,/errata/991326,,,,,,,,Barrington Atlas location,ccb8769ce428675c8930cf20380f3c95,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:39Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[30.0, 35.0], [30.0, 40.0], [35.0, 40.0], [35.0, 35.0], [30.0, 35.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:29Z,/errata/991392/batlas-location,/errata/991392,,,,,,,,Barrington Atlas location,c3391c35a87b06e3110d92c919a82048,,,,,41,Prehistory,EUROPE,-2000,
"Bagnall, R., J. Drinkwater, A. Esmonde-Cleary, W. Harris, R. Knapp, S. Mitchell, S. Parker, C. Wells, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T12:58:48Z,"R.S. Bagnall, J.F. Drinkwater, A.S. Esmonde-Cleary, W.V. Harris, R.C. Knapp, S. Mitchell, S.T. Parker, C.M. Wells, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[35.0, 40.0], [35.0, 45.0], [40.0, 45.0], [40.0, 40.0], [35.0, 40.0]]]}",batlas-location,,representative,,,2012-02-15T18:47:35Z,/errata/991399/batlas-location,/errata/991399,,,,,,,,Barrington Atlas location,3ebebb0ac616817ed7b580ebe6079123,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:07:49Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 40.0], [20.0, 45.0], [25.0, 45.0], [25.0, 40.0], [20.0, 40.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:31Z,/errata/1001888/batlas-location,/errata/1001888,,,,,,,,Barrington Atlas location,7c9a38bb3491ce00de68934d5b28575f,,,,,41,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:08:05Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 40.0], [20.0, 45.0], [25.0, 45.0], [25.0, 40.0], [20.0, 40.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:37Z,/errata/1001902/batlas-location,/errata/1001902,,,,,,,,Barrington Atlas location,254c9217e14311c540cbd81680e4994d,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:08:24Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[25.0, 40.0], [25.0, 45.0], [30.0, 45.0], [30.0, 40.0], [25.0, 40.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:43Z,/errata/1001917/batlas-location,/errata/1001917,,,,,,,,Barrington Atlas location,dbb984ed14e92a2417aa48f4bcaa75fa,,,,,40,Prehistory,EUROPE,-2000,
"Bagnall, R., S. Mitchell, S. Parker, J. Wilkes, R. Talbert, M. E. Downs, M. Joann McDaniel, B. Z. Lund, T. Elliott, S. Gillies",,2010-07-05T13:07:57Z,"R.S. Bagnall, S. Mitchell, S.T. Parker, J.J. Wilkes",,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 35.0], [20.0, 40.0], [25.0, 40.0], [25.0, 35.0], [20.0, 35.0]]]}",batlas-location,,representative,,,2012-02-14T21:07:34Z,/errata/1001895/batlas-location,/errata/1001895,,,,,,,,Barrington Atlas location,e5bee895c0aa1f3e3ff2b396b5b333b5,,,,,42,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","43.0, 42.0, 44.0, 43.0",2010-10-05T17:22:57Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[43.0, 42.0], [43.0, 43.0], [44.0, 43.0], [44.0, 42.0], [43.0, 42.0]]]}",batlas-location,rough,representative,,,2017-07-14T18:11:53Z,/places/863766/batlas-location,/places/863766,42.5,"42.5,43.5",43.5,,,,,Barrington Atlas location,001ee2d79b1625674fa5ba540807a725,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","47.0, 41.0, 48.0, 42.0",2010-10-05T17:22:59Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[47.0, 41.0], [47.0, 42.0], [48.0, 42.0], [48.0, 41.0], [47.0, 41.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:57:11Z,/places/863767/batlas-location,/places/863767,41.5,"41.5,47.5",47.5,,,,,Barrington Atlas location,cf376d3525a6fc8bd7af12875410bc69,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","43.0, 42.0, 44.0, 43.0",2010-10-05T17:23:38Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[43.0, 42.0], [43.0, 43.0], [44.0, 43.0], [44.0, 42.0], [43.0, 42.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:57:28Z,/places/863797/batlas-location,/places/863797,42.5,"42.5,43.5",43.5,,,,,Barrington Atlas location,dba7e45bffba4236d77dd7378d66266c,,,,,41,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","42.0, 41.0, 43.0, 42.0",2010-10-05T17:23:43Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[42.0, 41.0], [42.0, 42.0], [43.0, 42.0], [43.0, 41.0], [42.0, 41.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:57:30Z,/places/863800/batlas-location,/places/863800,41.5,"41.5,42.5",42.5,,,,,Barrington Atlas location,531dad27604ae87b8be1ba96a4b3da61,,,,,41,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","45.0, 41.0, 46.0, 42.0",2010-10-05T17:23:59Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[45.0, 41.0], [45.0, 42.0], [46.0, 42.0], [46.0, 41.0], [45.0, 41.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:57:37Z,/places/863817/batlas-location,/places/863817,41.5,"41.5,45.5",45.5,,,,,Barrington Atlas location,07c205ff7467bdb4cb16b893619c4b4f,,,,,41,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","45.0, 41.0, 46.0, 42.0",2010-10-05T17:24:00Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[45.0, 41.0], [45.0, 42.0], [46.0, 42.0], [46.0, 41.0], [45.0, 41.0]]]}",batlas-location,rough,representative,,,2017-10-27T21:25:20Z,/places/863818/batlas-location,/places/863818,41.5,"41.5,45.5",45.5,,,,,Barrington Atlas location,aa673465f0065c12d4cc65b578ca6e35,,,,,41,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","44.574151, 42.715122, 44.574151, 42.715122",2011-03-10T01:21:56Z,David Braund,1,Point location,unknown,"{""type"": ""Point"", ""coordinates"": [44.574151, 42.715122]}",darmc-location-22801,precise,representative,,,2012-02-15T03:57:41Z,/places/863824/darmc-location-22801,/places/863824,42.715122,"42.715122,44.574151",44.574151,,,,,DARMC location 22801,54bd2ad56ac598f5708f467f68edbfb1,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","44.0, 40.0, 45.0, 41.0",2010-10-05T17:24:53Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[44.0, 40.0], [44.0, 41.0], [45.0, 41.0], [45.0, 40.0], [44.0, 40.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:01Z,/places/863864/batlas-location,/places/863864,40.5,"40.5,44.5",44.5,,,,,Barrington Atlas location,c8339451f3483309149bc48c83f0c521,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","42.0, 42.0, 43.0, 43.0",2010-10-05T17:24:56Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[42.0, 42.0], [42.0, 43.0], [43.0, 43.0], [43.0, 42.0], [42.0, 42.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:02Z,/places/863867/batlas-location,/places/863867,42.5,"42.5,42.5",42.5,,,,,Barrington Atlas location,f4148349b948ecb7d83694db80a7c01a,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","46.0, 40.0, 47.0, 41.0",2010-10-05T17:25:09Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[46.0, 40.0], [46.0, 41.0], [47.0, 41.0], [47.0, 40.0], [46.0, 40.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:07Z,/places/863879/batlas-location,/places/863879,40.5,"40.5,46.5",46.5,,,,,Barrington Atlas location,3dc6627a44f5b9e242629e9fc73b9613,,,,,38,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","43.0, 40.0, 44.0, 41.0",2010-10-05T17:25:29Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[43.0, 40.0], [43.0, 41.0], [44.0, 41.0], [44.0, 40.0], [43.0, 40.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:15Z,/places/863894/batlas-location,/places/863894,40.5,"40.5,43.5",43.5,,,,,Barrington Atlas location,0c491732724d23c29f539f38d476f16a,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","45.0, 40.0, 46.0, 41.0",2010-10-05T17:25:34Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[45.0, 40.0], [45.0, 41.0], [46.0, 41.0], [46.0, 40.0], [45.0, 40.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:18Z,/places/863898/batlas-location,/places/863898,40.5,"40.5,45.5",45.5,,,,,Barrington Atlas location,2505be132597e02dd94cdff05eae0494,,,,,39,Prehistory,EUROPE,-2000,
"Elliott, T.","42.503378, 42.084655, 42.503378, 42.084655",2010-10-05T19:32:20Z,thomase,1,,unknown,"{""type"": ""Point"", ""coordinates"": [42.503378, 42.084655]}",vani-area,precise,representative,,,2012-02-15T03:58:27Z,/places/863918/vani-area,/places/863918,42.084655,"42.084655,42.503378",42.503378,,,,,Vani area,6e105c4d346f368f9feb08f35172b75c,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","42.0, 43.0, 43.0, 44.0",2010-10-05T17:21:55Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[42.0, 43.0], [42.0, 44.0], [43.0, 44.0], [43.0, 43.0], [42.0, 43.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:31Z,/places/864477/batlas-location,/places/864477,43.5,"43.5,42.5",42.5,,,,,Barrington Atlas location,7a6bf71dcf0da8390fb1d1e64ce1303e,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","43.330514, 42.915496, 43.330514, 42.915496",2011-08-17T22:15:03Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [43.330514, 42.915496]}",darmc-location-32794,precise,representative,,,2012-02-15T03:58:31Z,/places/864478/darmc-location-32794,/places/864478,42.915496,"42.915496,43.330514",43.330514,,,,,DARMC location 32794,94a76859bef29a7deebec780e72efdf5,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","42.501583, 41.659703, 42.501583, 41.659703",2011-08-17T22:15:01Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [42.501583, 41.659703]}",darmc-location-32776,precise,representative,,,2012-02-15T03:58:32Z,/places/864479/darmc-location-32776,/places/864479,41.659703,"41.659703,42.501583",42.501583,,,,,DARMC location 32776,325c4e25b9b5413fc90a58daf7bde434,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","42.763933, 41.812541, 42.763933, 41.812541",2011-08-17T22:13:35Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [42.763933, 41.812541]}",darmc-location-32774,precise,representative,,,2012-02-15T03:58:32Z,/places/864480/darmc-location-32774,/places/864480,41.812541,"41.812541,42.763933",42.763933,,,,,DARMC location 32774,d391c7f4ac22db6654823cd1f46b9f2a,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","43.482147, 42.017126, 43.482147, 42.017126",2011-08-17T22:13:00Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [43.482147, 42.017126]}",darmc-location-32786,precise,representative,,,2012-02-15T03:58:33Z,/places/864481/darmc-location-32786,/places/864481,42.017126,"42.017126,43.482147",43.482147,,,,,DARMC location 32786,8fdddc2542ead533cbb442cad7c34ca5,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","43.0, 42.0, 44.0, 43.0",2010-10-05T17:22:02Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[43.0, 42.0], [43.0, 43.0], [44.0, 43.0], [44.0, 42.0], [43.0, 42.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:33Z,/places/864482/batlas-location,/places/864482,42.5,"42.5,43.5",43.5,,,,,Barrington Atlas location,543cd5ae703171060a2ebde8d3c735e5,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","43.860028, 42.594177, 43.860028, 42.594177",2011-08-17T22:13:04Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [43.860028, 42.594177]}",darmc-location-32797,precise,representative,,,2012-02-15T03:58:34Z,/places/864484/darmc-location-32797,/places/864484,42.594177,"42.594177,43.860028",43.860028,,,,,DARMC location 32797,4e334cbfeaad4ac0c7e2c00ed77df772,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","44.190253, 42.668188, 44.190253, 42.668188",2011-08-17T22:13:05Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [44.190253, 42.668188]}",darmc-location-32798,precise,representative,,,2012-02-15T03:58:34Z,/places/864485/darmc-location-32798,/places/864485,42.668188,"42.668188,44.190253",44.190253,,,,,DARMC location 32798,ea69d201415888a78666abb44b991910,,,,,40,Prehistory,EUROPE,-2000,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","44.410483, 42.529792, 44.410483, 42.529792",2011-08-17T22:13:08Z,David Braund,1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [44.410483, 42.529792]}",darmc-location-32800,precise,representative,,,2012-02-15T03:58:35Z,/places/864486/darmc-location-32800,/places/864486,42.529792,"42.529792,44.410483",44.410483,,,,,DARMC location 32800,21898129c39d87555275768e0b37e4ae,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies","45.0, 42.0, 46.0, 43.0",2010-10-05T17:22:08Z,David Braund,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[45.0, 42.0], [45.0, 43.0], [46.0, 43.0], [46.0, 42.0], [45.0, 42.0]]]}",batlas-location,rough,representative,,,2012-02-15T03:58:36Z,/places/864487/batlas-location,/places/864487,42.5,"42.5,45.5",45.5,,,,,Barrington Atlas location,17d57385becacceb35a50a2213d286d3,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies",,2010-10-05T17:26:43Z,David Braund,0,,unknown,,batlas-location,unlocated,representative,,,2012-02-15T03:58:53Z,/places/866016/batlas-location,/places/866016,,,,,,,,Barrington Atlas location,7e209d5f399dca389ba1d3d0e8bd33d9,,,,,39,Prehistory,EUROPE,-2000,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies",,2010-10-05T17:27:06Z,David Braund,0,,unknown,,batlas-location,unlocated,representative,,,2012-02-15T03:59:02Z,/places/866036/batlas-location,/places/866036,,,,,,,,Barrington Atlas location,0232e67eb0f4aeea3d49b74919e060a5,,,,,40,Prehistory,EUROPE,-2000,
